group,subgroup,amount,period,month
"Сельское хозяйство, охота и лесное хозяйство",животноводство,5004935,5,Июнь
"Сельское хозяйство, охота и лесное хозяйство",лесное хозяйство и предоставление услуг в этой области,5584621,5,Июнь
"Рыболовство, рыбоводство","Рыболовство, рыбоводство",4294627,5,Июнь
Промышленность,Всего,7110662,5,Июнь
Промышленность,горнодобывающая промышленность,9109086,5,Июнь
Промышленность,добыча топливно-энергетических полезных ископаемых,10915177,5,Июнь
Промышленность,"добыча угля, лигнита и торфа",5394936,5,Июнь
Промышленность,"добыча полезных ископаемых, кроме топливно-энергетических",6998831,5,Июнь
Промышленность,обрабатывающая промышленность,6997835,5,Июнь
Промышленность,"производство пищевых продуктов, включая напитки, и табака",7126044,5,Июнь
Промышленность,текстильное и швейное производство,4903341,5,Июнь
Промышленность,"производство кожи, изделий из кожи и производство обуви",5591109,5,Июнь
Промышленность,обработка древесины и производство изделий из дерева,5558936,5,Июнь
Промышленность,целлюлозно-бумажное производство. Издательская деятельность,6991323,5,Июнь
Промышленность,"производство целлюлозы, древесной массы, бумаги, картона и изделий из них",5914448,5,Июнь
Промышленность,издательская деятельность,9133373,5,Июнь
Промышленность,полиграфическая деятельность и предоставление услуг в этой области,7577076,5,Июнь
Промышленность,"производство кокса, нефтепродуктов и ядерных материалов",13126639,5,Июнь
Промышленность,химическое производство,10704096,5,Июнь
Промышленность,производство резиновых и пластмассовых изделий,7365369,5,Июнь
Промышленность,производство прочих неметаллических минеральных продуктов,6604652,5,Июнь
Промышленность,производство сборных железобетонных и бетонных конструкций и изделий,6575610,5,Июнь
Промышленность,металлургическое производство и производство готовых металлических изделий,7460457,5,Июнь
Промышленность,производство машин и оборудования,6423067,5,Июнь
Промышленность,"производство электрооборудования, электронного и оптического оборудования",6620963,5,Июнь
Промышленность,производство офисного оборудования и вычислительной техники,9780353,5,Июнь
Промышленность,производство электрических машин и электрооборудования,6046036,5,Июнь
Промышленность,"производство аппаратуры для радио, телевидения и связи",6988292,5,Июнь
Промышленность,"производство изделий медицинской техники, средств измерений, оптических приборов и аппаратуры, часов",7440832,5,Июнь
Промышленность,производство транспортных средств и оборудования,7188892,5,Июнь
Промышленность,"производство автомобилей, прицепов и полуприцепов",6821670,5,Июнь
Промышленность,производство прочих транспортных средств,8834293,5,Июнь
Промышленность,прочие отрасли промышленности,6025223,5,Июнь
Промышленность,"производство мебели и прочей продукции, не включенной в другие группировки",5749654,5,Июнь
Промышленность,обработка вторичного сырья,8234147,5,Июнь
Промышленность,"производство и распределение электроэнергии, газа и воды",7550491,5,Июнь
Промышленность,"производство тепловой энергии тепловыми электростанциями, самостоятельными котельными, прочими источниками",6348707,5,Июнь
Промышленность,теплоснабжение,5486434,5,Июнь
Промышленность,"сбор, очистка и распределение воды",6190450,5,Июнь
Строительство,Строительство,8152307,5,Июнь
"Торговля; ремонт автомобилей, бытовых изделий и предметов личного пользования",Всего,6540192,5,Июнь
"Торговля; ремонт автомобилей, бытовых изделий и предметов личного пользования","торговля автомобилями и мотоциклами, их техническое обслуживание и ремонт",8165730,5,Июнь
"Торговля; ремонт автомобилей, бытовых изделий и предметов личного пользования","оптовая торговля и торговля через агентов, кроме торговли автомобилями и мотоциклами",8753593,5,Июнь
"Торговля; ремонт автомобилей, бытовых изделий и предметов личного пользования","розничная торговля, кроме торговли автомобилями и мотоциклами; ремонт бытовых изделий и предметов личного пользования",5936833,5,Июнь
"Торговля; ремонт автомобилей, бытовых изделий и предметов личного пользования",ремонт бытовых изделий и предметов личного пользования,4110161,5,Июнь
Гостиницы и рестораны,Гостиницы и рестораны,5095251,5,Июнь
Транспорт и связь,Всего,7685573,5,Июнь
Транспорт и связь,деятельность сухопутного транспорта,7470200,5,Июнь
Транспорт и связь,деятельность железнодорожного транспорта,7880631,5,Июнь
Транспорт и связь,деятельность прочего сухопутного транспорта,6701311,5,Июнь
Транспорт и связь,деятельность водного транспорта,4842191,5,Июнь
Транспорт и связь,деятельность воздушного транспорта,17376506,5,Июнь
Транспорт и связь,"деятельность воздушного транспорта, не подчиняющегося расписанию",11046423,5,Июнь
Транспорт и связь,вспомогательная и дополнительная транспортная деятельность,6876387,5,Июнь
Транспорт и связь,прочая вспомогательная деятельность воздушного транспорта,10095494,5,Июнь
Транспорт и связь,связь,8645046,5,Июнь
Финансовая деятельность,Всего,11463247,5,Июнь
Финансовая деятельность,финансовое посредничество,11818641,5,Июнь
Финансовая деятельность,страхование,9061476,5,Июнь
"Операции с недвижимым имуществом, аренда и предоставление услуг потребителям",Всего,10799125,5,Июнь
"Операции с недвижимым имуществом, аренда и предоставление услуг потребителям",операции с недвижимым имуществом,5471693,5,Июнь
"Операции с недвижимым имуществом, аренда и предоставление услуг потребителям",аренда машин и оборудования без оператора и прокат бытовых изделий и предметов личного пользования,6290909,5,Июнь
"Операции с недвижимым имуществом, аренда и предоставление услуг потребителям","деятельность, связанная с вычислительной техникой",29459090,5,Июнь
"Операции с недвижимым имуществом, аренда и предоставление услуг потребителям",научные исследования и разработки,9175243,5,Июнь
"Операции с недвижимым имуществом, аренда и предоставление услуг потребителям",научные исследования и разработки в области естественных и технических наук,9238376,5,Июнь
"Операции с недвижимым имуществом, аренда и предоставление услуг потребителям",деятельность по управлению холдинговыми компаниями,10857701,5,Июнь
"Операции с недвижимым имуществом, аренда и предоставление услуг потребителям","деятельностьв области архитектуры, инженерные услуги",10343029,5,Июнь
"Операции с недвижимым имуществом, аренда и предоставление услуг потребителям",топографо-геодезическая деятельность,8549850,5,Июнь
Образование,Образование,5036464,5,Июнь
Здравоохранение и предоставление социальных услуг,Всего,5709395,5,Июнь
Здравоохранение и предоставление социальных услуг,деятельность в области здравоохранения,5962842,5,Июнь
Здравоохранение и предоставление социальных услуг,предоставление социальных услуг,4058390,5,Июнь
"Предоставление коммунальных, социальных и персональных услуг",Всего,5321070,5,Июнь
"Предоставление коммунальных, социальных и персональных услуг","деятельность по организации отдыха и развлечений, культуры и спорта",5253524,5,Июнь
"Предоставление коммунальных, социальных и персональных услуг","деятельность, связанная с кино- и видеофильмами",5169218,5,Июнь
"Предоставление коммунальных, социальных и персональных услуг",деятельность в области радиовещания и телевидения,9922084,5,Июнь
Справочно: рабочие и служащие,Справочно: рабочие и служащие,6919700,5,Июнь
Всего,Всего,7008649,6,Июль
"Сельское хозяйство, охота и лесное хозяйство","Сельское хозяйство, охота и лесное хозяйство",5370378,6,Июль
"Сельское хозяйство, охота и лесное хозяйство","сельское хозяйство, охота и предоставление услуг в этих областях",5330708,6,Июль
"Сельское хозяйство, охота и лесное хозяйство",растениеводство,5572027,6,Июль
"Сельское хозяйство, охота и лесное хозяйство",животноводство,5151099,6,Июль
"Сельское хозяйство, охота и лесное хозяйство",лесное хозяйство и предоставление услуг в этой области,5715544,6,Июль
"Рыболовство, рыбоводство","Рыболовство, рыбоводство",4413996,6,Июль
Промышленность,Промышленность,7353517,6,Июль
Промышленность,горнодобывающая промышленность,9841425,6,Июль
Промышленность,добыча топливно-энергетических полезных ископаемых,11338127,6,Июль
Промышленность,"добыча угля, лигнита и торфа",5275178,6,Июль
Промышленность,"добыча полезных ископаемых, кроме топливно-энергетических",8104910,6,Июль
Промышленность,обрабатывающая промышленность,7237406,6,Июль
Промышленность,"производство пищевых продуктов, включая напитки, и табака",7279379,6,Июль
Промышленность,текстильное и швейное производство,5015132,6,Июль
Промышленность,"производство кожи, изделий из кожи и производство обуви",5279831,6,Июль
Промышленность,обработка древесины и производство изделий из дерева,5796441,6,Июль
Промышленность,целлюлозно-бумажное производство. Издательская деятельность,7118203,6,Июль
Промышленность,"производство целлюлозы, древесной массы, бумаги, картона и изделий из них",5949757,6,Июль
Промышленность,издательская деятельность,9418938,6,Июль
Промышленность,полиграфическая деятельность и предоставление услуг в этой области,7785431,6,Июль
Промышленность,"производство кокса, нефтепродуктов и ядерных материалов",13701068,6,Июль
Промышленность,химическое производство,12086356,6,Июль
Промышленность,производство резиновых и пластмассовых изделий,7302757,6,Июль
Промышленность,производство прочих неметаллических минеральных продуктов,6781792,6,Июль
Промышленность,производство сборных железобетонных и бетонных конструкций и изделий,6726405,6,Июль
Промышленность,металлургическое производство и производство готовых металлических изделий,7934806,6,Июль
Промышленность,производство машин и оборудования,6518427,6,Июль
Промышленность,"производство электрооборудования, электронного и оптического оборудования",6567366,6,Июль
Промышленность,производство офисного оборудования и вычислительной техники,7974114,6,Июль
Промышленность,производство электрических машин и электрооборудования,6078034,6,Июль
Промышленность,"производство аппаратуры для радио, телевидения и связи",6482293,6,Июль
Промышленность,"производство изделий медицинской техники, средств измерений, оптических приборов и аппаратуры, часов",7532939,6,Июль
Промышленность,производство транспортных средств и оборудования,7269154,6,Июль
Промышленность,"производство автомобилей, прицепов и полуприцепов",6931921,6,Июль
Промышленность,производство прочих транспортных средств,8790052,6,Июль
Промышленность,прочие отрасли промышленности,6260222,6,Июль
Промышленность,"производство мебели и прочей продукции, не включенной в другие группировки",5907099,6,Июль
Промышленность,обработка вторичного сырья,9076480,6,Июль
Промышленность,"производство и распределение электроэнергии, газа и воды",7750717,6,Июль
Промышленность,"производство тепловой энергии тепловыми электростанциями, самостоятельными котельными, прочими источниками",6485439,6,Июль
Промышленность,теплоснабжение,5477436,6,Июль
Промышленность,"сбор, очистка и распределение воды",6259013,6,Июль
Строительство,Строительство,8187576,6,Июль
"Торговля; ремонт автомобилей, бытовых изделий и предметов личного пользования","Торговля; ремонт автомобилей, бытовых изделий и предметов личного пользования",6808583,6,Июль
